index,beta,alpha,upper,lower,lambda,true_y
2010-10-27,0.375,0.21000000000000218,0.044305247541925295,-0.0482730693621563,0.7899999999999978,0.0261542781292558
2010-10-28,0.34375,0.2200000000000022,0.04477842926141354,-0.05128137626668913,0.7799999999999978,0.0334032391328096
2010-10-29,0.71875,0.2300000000000022,0.045780391618191904,-0.04555620703317591,0.7699999999999978,-0.0172303798872085
2010-11-01,0.8125,0.2400000000000022,0.05061875943055108,-0.03677942048896109,0.7599999999999978,-0.0094023526783903
2010-11-02,0.84375,0.2500000000000022,0.04951464766926929,-0.04297491857603149,0.7499999999999978,0.0147356986537529
2010-11-03,0.59375,0.26000000000000223,0.02714789195463662,-0.06007693150482802,0.7399999999999978,0.0249520496134897
2010-11-04,0.140625,0.27000000000000224,0.015999948268279333,-0.06402808378518773,0.7299999999999978,0.040666340383432
2010-11-08,0.1875,0.18000000000000227,0.07843437182113076,-0.01998011541547236,0.8199999999999977,0.0233856811094183
2010-11-09,0.0546875,0.19000000000000228,0.04873484183498509,-0.045725521849495486,0.8099999999999977,-0.0409740742103057
2010-11-10,0.21875,0.10000000000000231,0.07056254470851771,-0.0566650825322139,0.8999999999999977,-0.0427249446663412
2010-11-11,0.9375,0.11000000000000232,0.04127995255458261,-0.07945064754735322,0.8899999999999977,0.0039604012160969
2010-11-12,0.28125,0.12000000000000233,0.06208892181153986,-0.054727456025412465,0.8799999999999977,0.020861251957717
2010-11-15,0.3125,0.13000000000000234,0.08035208784193384,-0.046026550634932835,0.8699999999999977,-0.0341240458361275
2010-11-16,0.34375,0.14000000000000234,0.04790188032791056,-0.06561168833717015,0.8599999999999977,-0.0229584695559078
2010-11-17,0.53125,0.15000000000000235,0.038280714450482575,-0.07030289964918678,0.8499999999999976,0.0149155307564475
2010-11-18,0.875,0.16000000000000236,0.0435376432363976,-0.05004423869824119,0.8399999999999976,-0.0094659259888828
2010-11-19,0.6875,0.17000000000000237,0.0850029619505754,-0.031028138372512396,0.8299999999999976,0.0108109161042156
2010-11-22,0.3125,0.18000000000000238,0.046295993160756985,-0.05322659524484598,0.8199999999999976,-0.0162605208717802
2010-11-23,0.75,0.1900000000000024,0.044994886260171216,-0.04352944241773021,0.8099999999999976,0.0081633106391608
2010-11-24,0.40625,0.2000000000000024,0.04199407624220332,-0.04813494461916011,0.7999999999999976,0.0293746086799043
2010-11-26,0.6875,0.2100000000000024,0.06484520163472357,-0.021915451497868176,0.7899999999999976,-0.0172532481475594
2010-11-29,0.1875,0.22000000000000242,0.06765815461937434,-0.022409170591072346,0.7799999999999976,-0.0243914531241591
2010-11-30,0.875,0.13000000000000245,0.07685190640112018,-0.03336347875875918,0.8699999999999976,0.0163268932874286
2010-12-01,0.96875,0.14000000000000246,0.05199438069280017,-0.054426504526849565,0.8599999999999975,0.0200407508834459
2010-12-02,0.9375,0.15000000000000246,0.05225259901011322,-0.05373705583877942,0.8499999999999975,-0.0039761483796392
2010-12-03,0.65625,0.16000000000000247,0.05988331276294812,-0.052041893164997126,0.8399999999999975,0.0158106060266422
2010-12-06,0.46875,0.17000000000000248,0.03987602576149371,-0.0571988682084803,0.8299999999999975,0.0334221339411179
2010-12-07,0.625,0.1800000000000025,0.039952152826390426,-0.050689315961907226,0.8199999999999975,0.0088106296821549
2010-12-08,0.3125,0.1900000000000025,0.04993874004717307,-0.03926710336733027,0.8099999999999975,0.0284145120026194
2010-12-09,0.34375,0.2000000000000025,0.07178770949101873,-0.02484251361121554,0.7999999999999975,-0.025911381784501
2010-12-10,0.84375,0.21000000000000252,0.028864893248491407,-0.0603883417136606,0.7899999999999975,0.0161193818798833
2010-12-13,0.4375,0.22000000000000253,0.03178599633724083,-0.06463334234773463,0.7799999999999975,0.0122250911292592
2010-12-14,0.75,0.23000000000000254,0.035351460560664356,-0.05572367269879356,0.7699999999999975,-0.0283444730091425
2010-12-16,0.6875,0.24000000000000254,0.033627566199235286,-0.049723525147236484,0.7599999999999975,0.0049813303502041
2010-12-17,0.71875,0.25000000000000255,0.04946043584416421,-0.03791301647709441,0.7499999999999974,0.0049566396399281
2010-12-20,0.6875,0.26000000000000256,0.05090703740891669,-0.02802592250755869,0.7399999999999974,0.0220057779651996
2010-12-21,0.5,0.27000000000000257,0.04962096545982951,-0.03509191562584631,0.7299999999999974,-0.0121656001636883
2010-12-22,0.53125,0.2800000000000026,0.05194621609673641,-0.0394080605731174,0.7199999999999974,-0.0160398256810366
2010-12-23,0.78125,0.2900000000000026,0.07496803156850035,-0.06710936735534856,0.7099999999999974,-0.0049875415110389
2010-12-27,0.9375,0.3000000000000026,0.03125713284103481,-0.03944953694472781,0.6999999999999974,0.0087119406020215
2010-12-28,0.8125,0.3100000000000026,0.03849536651738809,-0.03377892414541928,0.6899999999999974,0.0037105793965355
2010-12-30,0.9375,0.3200000000000026,0.03873081446038184,-0.03544353003633164,0.6799999999999974,0.004926118336056
2010-12-31,0.34375,0.3300000000000026,0.032677206735973484,-0.03455980378747348,0.6699999999999974,0.0361921285934166
2011-01-03,0.65625,0.34000000000000263,0.030276176525598886,-0.039941376466348086,0.6599999999999974,0.014117881545785
2011-01-04,0.5,0.35000000000000264,0.06726192271842779,-0.03260534116155539,0.6499999999999974,0.0208099995137932
2011-01-05,0.96875,0.36000000000000265,0.037721388721692034,-0.028952529916119837,0.6399999999999973,0.0203857569244739
2011-01-06,0.46875,0.37000000000000266,0.036483995452193156,-0.02784669737873296,0.6299999999999973,-0.021530576740407
2011-01-07,0.375,0.38000000000000267,0.027795162286766796,-0.042033047694981195,0.6199999999999973,0.035999387860324
2011-01-10,0.53125,0.2900000000000027,0.02465339673811252,-0.04700211695378172,0.7099999999999973,-0.0314279513277431
2011-01-11,0.375,0.3000000000000027,0.036753824427863985,-0.03651245497295899,0.6999999999999973,-0.0419153323992349
2011-01-12,0.9375,0.3100000000000027,0.032085522517900894,-0.0439131049962601,0.6899999999999973,0.0035608346230089
2011-01-13,0.8125,0.3200000000000027,0.03336320277102128,-0.04057833474472328,0.6799999999999973,-0.0143200537747484
2011-01-14,0.75,0.33000000000000274,0.04781649942077202,-0.026276516859627418,0.6699999999999973,-0.0145281005629099
2011-01-18,0.625,0.34000000000000274,0.04578010269322162,-0.024890897071986818,0.6599999999999973,-0.0085732307104879
2011-01-19,0.25,0.35000000000000275,0.02042018464787524,-0.04971416655350044,0.6499999999999972,-0.0312330196899316
2011-01-20,0.21875,0.2600000000000028,0.04055476205280531,-0.041545943670233704,0.7399999999999972,0.0324622761446613
2011-01-21,0.03515625,0.17000000000000282,0.0729067745918555,-0.026649534020991707,0.8299999999999972,-0.0778951382026467
2011-01-24,0.875,0.08000000000000285,0.05919073466857207,-0.06264958655131186,0.9199999999999972,0.0171169419406977
2011-01-25,0.5625,0.09000000000000286,0.08811633168756215,-0.06428442528364016,0.9099999999999971,-0.0224431862233717
2011-01-26,0.9375,0.10000000000000286,0.0686865691106389,-0.0499601531657117,0.8999999999999971,0.0158943743444663
2011-01-27,0.78125,0.11000000000000287,0.05382907598384154,-0.05910673314422174,0.8899999999999971,0.0195191623215329
2011-01-28,0.5,0.12000000000000288,0.03915199744607796,-0.06977640821683877,0.8799999999999971,-0.027434770934194
2011-01-31,0.015625,0.1300000000000029,0.0634791656534565,-0.040273355564515695,0.8699999999999971,0.0703164984174596
2011-02-01,0.90625,0.04000000000000292,0.06787608885322949,-0.08961149262635967,0.9599999999999971,0.0073801072976226
2011-02-02,0.359375,0.05000000000000293,0.25531242963924455,-0.26105359079316,0.9499999999999971,0.0242142581205945
2011-02-03,0.984375,0.06000000000000294,0.08055989247266679,-0.06337302037877698,0.9399999999999971,-0.0047961722634929
2011-02-04,0.8125,0.07000000000000295,0.06594332784041983,-0.06399792911322182,0.929999999999997,0.0178682538308459
2011-02-07,0.5,0.08000000000000296,0.0499204424914693,-0.0804141420378851,0.919999999999997,-0.0226875402667948
2011-02-08,0.9375,0.09000000000000297,0.06006958568672606,-0.06056785041239807,0.909999999999997,-0.0121508177825125
2011-02-09,0.78125,0.10000000000000298,0.0718825710690661,-0.0480674267335507,0.899999999999997,-0.0098280889362626
2011-02-10,0.90625,0.11000000000000298,0.07318057456969142,-0.05757520270432461,0.889999999999997,0.0073801072976226
2011-02-11,0.90625,0.120000000000003,0.0905270081758284,-0.03825397840315279,0.879999999999997,0.012180418556871
2011-02-14,0.71875,0.130000000000003,0.05450099004222191,-0.05225180461783751,0.869999999999997,0.0403376157265753
2011-02-15,0.875,0.140000000000003,0.035605447679991596,-0.07962777074535599,0.859999999999997,0.0057971176843259
2011-02-16,0.140625,0.15000000000000302,0.07245263339177424,-0.036251857330646446,0.849999999999997,0.0352109060430512
2011-02-17,0.25,0.06000000000000305,0.05807391285782364,-0.07460518815081944,0.939999999999997,0.0606246218164346
2011-02-18,0.078125,0.07000000000000306,0.07663451271612126,-0.04749332354802006,0.9299999999999969,-0.0695932917991951
2011-02-22,0.4375,0.08000000000000307,0.062930845475116,-0.054220808433515996,0.9199999999999969,-0.0113251493570535
2011-02-23,0.4375,0.09000000000000308,0.07022884867126117,-0.06344998218999998,0.9099999999999969,-0.0218776716508612
2011-02-24,0.0703125,0.10000000000000309,0.04882281140071301,-0.08520872850725561,0.8999999999999969,0.0740248155281698
2011-02-25,0.5,0.010000000000003118,0.09628869040520523,-0.10215072964155043,0.9899999999999969,0.0096827007164173
2011-02-28,0.90625,0.020000000000003126,0.07608409722293483,-0.09055311144670944,0.9799999999999969,-0.0075228726629875
2011-03-01,0.625,0.030000000000003135,0.07388595524793558,-0.08784203084809757,0.9699999999999969,-0.0240186218659288
2011-03-02,0.34375,0.040000000000003144,0.09436730716354089,-0.08676918971661549,0.9599999999999969,0.028324333577141
2011-03-03,0.96875,0.05000000000000315,0.0665042089266448,-0.0781465684921912,0.9499999999999968,0.0021459235702766
2011-03-04,0.8125,0.06000000000000316,0.05240264786536412,-0.08287128672047192,0.9399999999999968,-0.0151190784916568
2011-03-07,0.59375,0.07000000000000317,0.06748096855997575,-0.06150115168713115,0.9299999999999968,-0.0343143793635168
2011-03-08,0.9375,0.08000000000000318,0.08429788706399562,-0.05615104953983542,0.9199999999999968,0.0067340321813438
2011-03-09,0.125,0.09000000000000319,0.04527674596897949,-0.06710620969593328,0.9099999999999968,-0.046946227681835
2011-03-10,0.53125,0.1000000000000032,0.03892599486522244,-0.08575596342523345,0.8999999999999968,-0.032164773970701
2011-03-11,0.125,0.1100000000000032,0.07002268934244256,-0.04350825342367316,0.8899999999999968,0.0356756026207641
2011-03-14,0.01953125,0.12000000000000322,0.06205085672110595,-0.05807707942320995,0.8799999999999968,-0.0689094303754675
2011-03-15,0.375,0.030000000000003246,0.07363941073905132,-0.08300077536098173,0.9699999999999968,0.0356522086189848
2011-03-17,0.5,0.040000000000003255,0.09110438193299315,-0.06102594644717195,0.9599999999999967,0.0191164722218788
2011-03-18,0.625,0.050000000000003264,0.07556029953614384,-0.07586845040980524,0.9499999999999967,0.0325989284824283
2011-03-21,0.5625,0.06000000000000327,0.060851568100635405,-0.06599628879896001,0.9399999999999967,-0.0220043620510324
2011-03-22,0.5625,0.07000000000000328,0.0789014274433768,-0.053573529150756395,0.9299999999999967,-0.0213025807038682
