,log_value,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,beta
2014-01-09,-0.0038201463516726,0.0192840360925814,0.0044031438967709,-0.0039783048893993,0.0108072006315453,-0.000200171024773,0.0034913961056098,0.0187067721074606,0.0024619456197268,0.0064329007768702,-0.0019205965932022,-0.0116124190683124,-0.0002350957863237,0.0027426229232263,0.0031803077307872,0.0208301433840796,0.0260367553176646,0.0225116298059549,0.0177714430788481,0.0189330701465783,0.0218703082590884,0.0188246069621834,0.0196297894675299,0.0187510425732818,0.0161706352201124,0.0220948510129573,0.0210954455051026,0.0219707547699612,0.0273649253618794,0.25
2014-01-10,-0.0111336468346014,-0.0092451075560295,0.0051321756707966,0.0138818610200054,0.0159694931142331,0.0208400752444534,0.0083755125714664,-0.004941894724509,0.010569139692428,0.0028176341746878,-0.0115144812460443,0.0076952587306155,0.0068364245370295,-0.0082555947874531,0.0164620430813252,0.0230537222140799,0.0201379565691445,0.028842980761384,0.0225297694129629,0.0194109198461368,0.0279955590722944,0.0203274185602248,0.0202955403932073,0.0294331561017905,0.0265270386651752,0.0215643920851284,0.0258203515844795,0.0231257001998626,0.027064306465606,0.15625
2014-01-13,0.0101403314490279,-0.0089685221834716,-0.0012146975896726,-0.0070522970372663,0.009550916944719,-0.0087234684627013,0.0078694521706761,0.0008991738499383,-0.008915836357535,-0.0055447515581966,0.0044514364877113,0.0021036125964374,-0.0079547879853864,-0.0047132532873855,0.0003321748153932,0.0192234442956656,0.0209966446725518,0.0174835626143041,0.0198878955057016,0.0215767908445303,0.0246674535563974,0.0231364647659987,0.0206623834266516,0.0239851887346994,0.0223072649494273,0.0208566909966383,0.0238361509943388,0.0187778965561239,0.0196864016186028,0.40625
2014-01-14,0.013131413723075,-0.0187618983794171,-0.0076489442349029,0.0048287819708177,0.020187696777498,-0.0062058206040448,-0.0021331075037539,-0.0056427176167828,0.0010812181846455,-0.0075392498762689,0.0126197878798788,0.0152196550554328,-0.0048634746022628,-0.014776735710666,-0.0120306880347247,0.0213308132107285,0.0237362285347283,0.0187903404955842,0.0218723937470286,0.0218042922763252,0.0187317914290387,0.0241239067220816,0.0226535961993203,0.0251587243084415,0.0237211134731423,0.0227581341560061,0.018056680878395,0.0251062829807832,0.0218370868895184,0.25
2014-01-15,-0.0033814780172595,-0.0023001094958264,0.0204571305308792,-0.0076099834929401,0.0172707673854205,0.0071539472456558,-0.0031072899897802,0.0012877566635573,0.0072007418801542,0.0203394174996622,-0.0175737616756079,0.0074108883358909,0.0010145340072862,-0.0009631841995789,-0.0242508087633882,0.0214628813318247,0.0225426349700213,0.0229424040211118,0.0215385948723572,0.0238642303818362,0.0180678677430519,0.0213013026492212,0.0188448284638141,0.0209521031541932,0.0224632513691373,0.0229817419915096,0.0236417242688948,0.0177353952933681,0.028550854203802,0.5
2014-01-16,0.0067204717062403,-0.0155273205041372,-0.0095419882016262,0.0127647081333829,-0.0062764658784547,-0.0005862311791341,0.0236305413838003,-0.0062326336036604,0.0046024715466567,-0.0029013710366342,0.008173789639904,0.0004641340525828,0.0091406913807378,0.018243302080985,0.0087535011904585,0.0217843395823239,0.0285859576977264,0.020610819802195,0.0222840591675557,0.0229376539639533,0.0248882790909417,0.0183035203142108,0.0210025497474307,0.0185185500045685,0.0209948330315056,0.0190056220342381,0.0205061479583586,0.0204045034532045,0.0193223414474301,0.6875
2014-01-17,0.0035206629412278,0.0226066402987659,0.0254001045694512,-0.015407401372891,0.002798605660857,-0.0005940524561369,0.0025281558099738,-0.0013402517339115,-0.0059791503281838,-0.010772679384755,0.0226347620658901,-0.002453095486686,-0.0042626240695377,0.0131792229700941,-0.0060592367479128,0.0198394595575386,0.0194454726405782,0.0187317725004761,0.0204871139256898,0.023342723656195,0.0235559766890368,0.0244922258850668,0.02037774321979,0.0237597143536604,0.0195858191389409,0.0221630000433712,0.0230765078191145,0.0224104382816744,0.0237168191801702,0.375
2014-01-21,0.0048828490279005,0.0057741400092449,-0.0050188910816744,0.0124618741482163,0.0011337015540437,-0.0067948340295215,0.0073761121449957,0.0049408121092842,0.001814544187822,-0.0060163256921438,0.0085950770226826,0.0175261485332705,-0.0125433520139712,0.0044263211495034,0.0031513833760957,0.0200678357389027,0.0237264657230211,0.0186968760673469,0.0197645567261373,0.023861518158386,0.0184047770667673,0.0203574474115537,0.0229981481547851,0.0223509700058299,0.0209587363513335,0.0175341496203798,0.0202588345204537,0.0244162989304508,0.0222899876647115,0.375
2014-01-22,-0.0056817553951823,0.0054263928980518,-0.001425010278207,-0.0238890036354626,-0.0036443258408088,-0.0020381451402091,0.0087431822339689,0.0054397462410992,-0.0292180313909397,-0.0133309490910077,-0.0041531051289014,-0.0071820770685442,-0.0092725554422201,0.0011847716724195,0.003270802594758,0.020903462364954,0.0237984502892512,0.0231390632891577,0.0213027508464643,0.0203596342709821,0.023776144870909,0.0208555385258676,0.0247095230000225,0.0227647224916444,0.0178226752610201,0.0222380400986438,0.0196401288536614,0.017761287775362,0.0220782945817824,0.5625
2014-01-23,-0.0077813061215207,0.0008177932645684,0.0038629939670505,0.0006572613060827,-0.0055405052315758,0.0082120960656028,-0.0075479060872047,0.0068400548993292,0.0017877138306277,0.0202979754361882,0.0030130334706269,-0.0119612592935643,-0.0116459701424557,0.0018441244154763,0.007280922580431,0.0236911368802587,0.0229622586039591,0.019757809626993,0.0229623659232755,0.0194764731543662,0.020291007062494,0.0228500783185561,0.0262532632002621,0.0205755437983444,0.0235277448966193,0.0241357316408136,0.019794668941725,0.0228401547769314,0.0242438147725658,0.5
