,log_value,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,beta
2010-01-05,0.017756721589259,-0.0158389629823872,0.0141231908412399,-0.0137327571216055,-0.0016686574335073,-0.0181298808276335,-0.0050021927335768,-0.0030081173070921,-0.0026560185073626,-0.0018787606538078,-0.0155671599002351,-0.0017396510070326,0.0153259339982155,0.0029903880376343,0.0003745226388449,0.0338408105782178,0.0412903319843578,0.0381116943911261,0.0384046396385204,0.035545320456086,0.0348628111220473,0.0352676828455074,0.0360548965162673,0.036742075771841,0.0407589220090641,0.0365547631434316,0.0372275623762578,0.0343853888695212,0.0344489394276962,0.8125
2010-01-06,0.001598721363697,0.0097658577844156,0.0241929345915106,0.0178210171089413,-0.0141284142450799,0.0049460932390535,0.0096897560549593,-0.0182238755835555,-0.0042708440052055,-0.017852405391285,0.0082333324022782,0.0050677602480741,0.0041720392430759,0.0134229794293197,0.0208159713780919,0.0393573785702279,0.0373112109068671,0.035920339980101,0.037433123566757,0.0385772610385024,0.0336416845931207,0.0351045427990401,0.0381451920991557,0.0354048588236583,0.0342025824390067,0.0386468457490988,0.0365875090303862,0.0365682904157266,0.0351574078794302,0.625
2010-01-07,-0.0226180885877725,-0.0085611395613508,-0.0038300075338438,0.0004297641456864,-0.0004448838187536,0.0023194804710143,0.0028350523931919,0.0150928884959164,-0.0035239604753069,0.006588727677554,0.0097950896291953,0.0148427613608679,-0.009375031487289,-0.0063731973388991,0.0127982551028039,0.0382968954284845,0.0368605267580383,0.0327451818450672,0.0368072123666087,0.0359000499322537,0.0343681121086417,0.0349660624124499,0.0351103252797628,0.0404038837791011,0.0343159477095984,0.0347769146440226,0.037033420973314,0.0347286657361187,0.0337923775381296,0.40625
2010-01-08,0.0156717608974801,-0.0055524562580325,-0.0258723403633447,0.0105293253654668,-0.0118024393455794,0.0154833306269162,0.0004300516144988,0.0053370249768667,-0.0008295582946029,-0.0347393766541333,0.0111541896275716,0.0043517208618366,-0.0203549056483582,0.0122135116612541,-0.0081827386573766,0.0356701195177267,0.0394686264509339,0.0375418037606467,0.0353453218761226,0.0356976654146183,0.0351065553990221,0.0359353166935399,0.0351785545666415,0.037312332544247,0.0385106613914648,0.0369950158289775,0.0345204651746702,0.0382588380864931,0.0400853293642167,0.53125
2010-01-11,-0.0343638939096326,0.0194922571111171,-0.010436794881045,-0.0183107844569345,-0.0117278983014335,0.0029589552872733,0.0138912163864953,0.0051270593598396,0.0099726310130072,-0.0029911350297239,-0.0082672261157902,0.0077025517249458,0.0035854942349258,-0.0156320844925725,0.0028061514647504,0.0353131089694065,0.036106991332106,0.0339220689085889,0.0354669682970601,0.0351323013835399,0.0378890790526686,0.0392048169080419,0.0357675704174116,0.0336057574727158,0.0361577332501229,0.0357368326688616,0.0362675718893245,0.0373252854729213,0.0341850319020445,0.40625
2010-01-12,-0.0128457505024481,-0.0166308196944913,-0.0093681398779357,-0.0081108382026857,-0.0106189199896122,-0.0081787751351731,-0.0074979220165569,-0.0197389184773428,0.0158169155732881,0.0021562792960634,-0.0113277382696433,-0.0017427459780613,-0.0019150525566485,-0.0247955134968747,0.0002297610120196,0.0382942535569942,0.0362980224736471,0.0356013266451137,0.0362752586579331,0.0396982808819169,0.0327518224332555,0.0377903224857842,0.0391743336634944,0.0402565052320334,0.0372657396223108,0.0395306868863432,0.0383001347276285,0.034887696972376,0.036712126012394,0.359375
2010-01-13,-0.0056369935060497,0.0110343121288243,-0.015287603508288,-0.0159564855004017,-0.0098401173030881,0.0172437255654822,-0.0057209148331108,-0.0084998171958101,0.0164464036430439,-0.0229661506979128,-0.0120181360490137,-0.0022674077800882,-0.0015392914204705,-0.010987740889159,0.0163338839265432,0.034223087952697,0.0339467414939728,0.0385258204228611,0.0374603021805431,0.0353343613533204,0.0376145016194282,0.0372880009742121,0.0378241600534684,0.0363936744848106,0.0394809532775009,0.0383692911485363,0.0368926898115168,0.034390079462961,0.0379378520407323,0.78125
2010-01-14,-0.0107986272422255,-0.0067106014372125,0.0209086270501429,-0.0019918150615708,-0.0130903488018325,0.0105990931631861,-0.0037951358359075,0.0070572615201748,-0.0001653954893311,-0.0091708294142563,0.0005622534583091,0.0016892129412627,0.0056073944470468,0.0020877952886931,0.0105546700274121,0.0385902777493251,0.0361161450929837,0.0335402647547836,0.0379479688949771,0.0366861052753823,0.0354122585852809,0.0386613423822219,0.0356562463054504,0.0365877653632512,0.0371370184471572,0.0349841569399665,0.0361889916745966,0.038900479008068,0.0375980712011932,0.53125
2010-01-15,-0.030164700046267,-0.0030913605676123,0.0034474215467052,-0.0044352097446033,-0.0155889828700876,0.0227038600528766,-0.0279340073925491,0.0005793628840815,0.0080482221163391,-0.0019660213650654,-0.004701799636408,-0.0110066616363548,0.0088764435110944,0.0034188126217838,-0.0081928940859302,0.0377929494383948,0.0384662628701132,0.0395700238051436,0.0371717675602017,0.036461001933331,0.0370025961563767,0.038291116095768,0.0349451678753465,0.0404788699638438,0.0399262900684722,0.0409989430790757,0.0411588648817487,0.0375493421179798,0.03909753159573,0.53125
2010-01-19,0.0134544293402468,0.004250347805248,-0.0002695043728892,0.0016442184110813,-0.0012866803833556,0.0065998700005493,0.0028465879901801,0.0232187378127124,0.0147453181139458,-0.0057556253873157,0.006741921774361,-0.0100304432499054,-0.0178144232663724,-0.0145891571781312,0.0156307067417335,0.0340534406302313,0.0369203402650945,0.0403012958849786,0.0330374859658705,0.0353692768866014,0.0353830457803337,0.0339865420701908,0.0382759833210875,0.0355496165171026,0.0372720076726325,0.0365226048155801,0.037940434330332,0.038801278705408,0.0386834013834418,0.65625
