,log_value,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,beta
2007-02-12,0.0015455953617805,-0.0031374380686382,0.0037091036113742,0.0049530270645298,-0.0173314275044215,-0.0060913891302509,-0.0123195778488509,-0.0083960019881448,-0.0064268953308445,0.0063070518782676,-0.0013935928175761,0.0058523420452057,-0.0002569439486505,0.0022691956187372,0.0110149266213643,0.0358942460229171,0.0392386101374835,0.0353690698389466,0.0357913754790771,0.0364675176479075,0.0377172373113906,0.0355183083113468,0.0345205585625907,0.0387766653547327,0.0359954090495787,0.0360826339647619,0.0345349799621676,0.0378584541919706,0.0362141256166536,0.78125
2007-02-13,0.0097336834078047,1.43530671548181e-05,0.0095789669823774,-0.0117017794482377,-0.0010054459438858,-0.0103681693670213,0.0056019012167443,0.0026906793302042,0.0210972229792491,0.000137487123298,-0.0067357976849052,-0.0108087758488981,-0.0035490688761615,0.0044356804877871,0.0088920357893877,0.0349955895634372,0.0338762773846479,0.0352011114306712,0.0371845704722456,0.0380307671243432,0.035108107191025,0.0362884039302002,0.0350059649774825,0.0341353373466709,0.0351994778496383,0.0350141239602432,0.0352471190703163,0.0343539576031269,0.0334973903404364,0.71875
2007-02-14,0.0229315831467308,0.0050651701272718,0.0060413600458787,0.0023317796026856,-0.0268901087652653,0.0116324763753644,0.0025154738829059,0.0189381414781041,0.009294939150796,-0.0023733977020424,-0.0182018124319787,0.0053153643144193,-0.031947660460914,-0.0313923270130092,-0.0153926531805325,0.0387810848081253,0.0360383656909304,0.0344515990871493,0.0345543717829618,0.0359554807794323,0.0366052522868906,0.037991796739579,0.0393211116060686,0.036560588286243,0.0358175571794401,0.0363511876902932,0.0342013118557895,0.0405321384549122,0.0398153183920593,0.5
2007-02-15,-0.0059970194723742,0.0049245866697373,8.666804125809224e-05,-0.0057502033555562,-0.0037358424441812,-0.0021822605505759,-0.0218186216361241,-0.0012691765704097,0.0033058102231868,0.0117727058952801,0.0082760279792449,0.0162023529334407,-0.01677140431713,-0.0011135298513842,-0.0022155189852121,0.0387598584794241,0.0345628194119235,0.0351202292593516,0.0362581107843456,0.0354066753168791,0.0373362251251711,0.0351084575936164,0.0350168034273671,0.0367760181902948,0.0348480414903877,0.0395805668276298,0.0339584017910345,0.0378032019221476,0.0359417136392995,0.78125
2007-02-16,0.0057478603830074,-0.0215932504206888,-0.0299858962873712,-0.0049116314717914,0.0115330442724617,-0.0044167629480635,-0.0032766396317041,-0.0165539123273686,0.0045466582236996,0.0060060980547679,-0.0203459388411213,-0.0210079687109912,-0.0046144665552729,-0.0177084861360173,-0.007359122335468,0.0361738912976756,0.0516927965436398,0.0372944015324708,0.0384674051080744,0.0324792615990205,0.0387047867033578,0.0352241467181561,0.037398624569503,0.0360729714026344,0.0354892216549654,0.036265728267077,0.0387012404581619,0.0360322433204151,0.0333762399093477,0.96875
2007-02-20,0.0260713241691639,0.0129074112944368,0.037226692314171,0.0016000878143712,-0.0085341269134137,-0.0163505939091362,-0.0170807924042955,-0.0017969158314581,0.0089342206969919,-0.0143273006227449,-0.004368289623645,0.0097754885118634,0.0008270980346301,-0.0190580952319247,-0.0127519622285807,0.0391415494495044,0.0352061114250221,0.0339341286640726,0.0358477597018766,0.0330528282635793,0.0334572011204395,0.0328345829460569,0.0349505174104991,0.037859338941138,0.0349623714331403,0.0367926907905449,0.0344712098094362,0.0350908417654652,0.0337388988694936,0.1875
2007-02-21,0.0050853723832792,-0.0228922031883341,-0.0089458304360297,0.0153343646679491,-0.0025575741299563,-0.0026978464316876,-0.0054519730776399,0.02276202501055,-0.0022283305224824,0.0193045357067827,-0.012162086853878,-0.0250937470729516,-0.0238932642880624,0.001483132634112,-0.0170848649808886,0.0376982253640898,0.0376599146985033,0.0361161140506701,0.0367750632957094,0.0371155232952191,0.0392801093612275,0.0395150593940365,0.036918912245657,0.0362986276546234,0.0363080278976236,0.0360249413657631,0.0381916961238653,0.0344603878202305,0.0370754856772645,0.84375
2007-02-22,-0.0097088141269609,-0.0074229986846959,-0.0116337999717027,-0.0165390756151983,-0.0056357208242812,0.0049047980347814,-0.0022989984064244,0.0009473208404879,0.0165467263487902,-0.0111401789098721,-0.0052046647154747,0.0057747342434839,0.0183786898445778,-0.0026672886355083,-0.0008210398238527,0.0339347064796986,0.0348683439279166,0.0349050475543395,0.0340302076089598,0.0350321789894102,0.036437576998151,0.0369030887737199,0.0358428103291273,0.0329640499705032,0.0330753509184138,0.0357652962561243,0.0329756473325603,0.0370738975753674,0.0350364958798625,0.71875
2007-02-23,-0.0034204773148316,0.0105367925003991,0.0002876647385023,-0.0070855556695416,-0.0163175087482276,-0.0074997374037147,-0.0108850460895182,-0.0100915053955179,-0.0039857177264088,0.0212795234082875,0.0108683612078808,0.0017370899137128,-0.013909719107311,0.0029597051468648,-0.0034105224203703,0.0363441716691783,0.0366065729950942,0.0407470102965789,0.0361248536776493,0.0356673327060385,0.0369653749958029,0.0399175305073783,0.0386307522974513,0.0376494276176916,0.0352768784915055,0.0355321625201007,0.0372559337770832,0.0371994548133379,0.037124736989047,0.90625
2007-02-26,-0.0165333809283663,-0.0116086146908022,0.0113427315380241,-0.0018007680703905,0.0065087283613649,0.0127783680866371,0.0005971555551165,-0.0116251272324994,-0.0021212829438232,0.0041604614549682,0.0107932146154382,-0.0171068717494243,0.0076025591975882,-0.0016199524935852,-0.0021069483142279,0.0376192491194058,0.0364157047715421,0.0346620417279589,0.0363346711394439,0.0353162449978091,0.034484840323018,0.0356201621739997,0.0379049227236489,0.0392702418965797,0.0351632577055299,0.037937892319838,0.0384210117239742,0.0357249384310362,0.0362501651356221,0.46875
