,log_value,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,beta
1995-10-18,-0.0310103649713368,0.0011485777380776,-0.0230447682868507,-0.0133668055479535,-0.0059999340191566,0.0008282787402983,0.0141584417197061,0.0005608939693066,0.0036893208589451,0.0032164875338471,-0.0006139477212297,0.0066291119059553,-0.005818281684649,5.1695965763084994e-05,-0.0260381187592898,0.0230462937078172,0.0236633792336888,0.0256646993331615,0.0248306288365124,0.0257043763620034,0.0244541314945023,0.0248559765364677,0.0226284460978692,0.0240236077674566,0.0235378065751864,0.0243293046766883,0.0239872650300493,0.0255915387723684,0.0241171416093783,0.140625
1995-10-19,0.0130504839430904,0.0048134373115609,0.0013724424464875,0.0132422231508397,-0.008339897554627,0.0175394366372362,0.0011818468826608,0.0132748553547459,-0.0039593097962281,0.0073729854576165,-0.001912636069963,-0.0101184876579808,-0.0036046791856396,0.01358546175699,-0.0139642117292382,0.0245688075568971,0.0275392701479077,0.0224154420730522,0.0257754038475193,0.0240013937082061,0.0253781597812451,0.0223309482741178,0.0332152326528736,0.0226343238412364,0.0252437284401919,0.0269000166209742,0.0217342803460503,0.0243500727409451,0.0230654585057397,0.625
1995-10-20,-0.0156744068654766,-0.0098615815449174,0.0157293879084169,0.0061396489076247,0.001236511354866,0.0137913206727109,0.0157407610691551,0.017867028993612,0.0032887456784332,0.0109308015683547,-0.0134434582242633,-0.0044477656273889,0.0029754010058334,-0.0031726928492779,0.0106073144936408,0.0222733227474,0.0253698524145867,0.0249202088826906,0.0225268662107395,0.0254836110362876,0.0246318977220099,0.0243710020822967,0.0282673022394428,0.024069949166571,0.0278649886298659,0.0220179808934137,0.0260272703342373,0.021737639099792,0.0243536110413432,0.40625
1995-10-23,0.0143637145826391,-0.0046527254983195,-0.0156516832061422,-0.0026474624548184,0.0116113536118953,-0.0016387779884357,-0.0158316742319454,0.0096588116833694,-0.0031884844434465,-0.0082989328269331,-0.0003102294011307,0.0092299386791551,0.0058829030023276,-0.0052831370777409,-0.0003490738185664,0.0196062921599869,0.0225762593243778,0.0235080496235601,0.0219460509104789,0.0215564447198291,0.027371755848523,0.0260837318753797,0.0245509627124035,0.0232038121613774,0.0251018375546902,0.0209154457816861,0.0236234825237104,0.0226994582223814,0.0260826179501894,0.28125
1995-10-24,0.012899147924493,0.0080839343459594,-0.0227378518576552,-0.0077738161015332,0.010880293442511,0.0046616196232549,0.0062558978778605,0.0023865872978413,-0.0010521422052681,0.0021747793063469,-0.0134394139552485,0.01253081861714,-5.72348542745571e-05,0.0049845361758325,-0.0148427168063456,0.0230305755274015,0.0250569371560239,0.0257813669625772,0.0229211115080168,0.0236762419362645,0.0234274065309742,0.0212842786981713,0.0231060749149283,0.0215545422846525,0.0242758311292596,0.0219886395115167,0.0220583723383391,0.0227611834441878,0.0277200194460458,0.375
1995-10-25,-0.0193949485099517,0.0037992732882199,0.0004890936320975,-0.0117879581807406,-0.0116467819485318,0.0081554138118301,0.0067825980925466,0.0140964302249709,0.01446244388184,-0.0014675722791189,-0.0029922074936382,0.0177762580549525,-0.001755439032491,0.0019469086804312,-0.0270620953212166,0.0258293504003962,0.0228395139647995,0.0237028474119105,0.0220311600322922,0.0254710526322607,0.025026200068171,0.0248134180588704,0.0267369248416846,0.0247779103731027,0.029451289006579,0.0214552192505503,0.0237273440829058,0.0214433616998142,0.0243880648148474,0.25
1995-10-26,0.0181157775006233,0.0098933215557604,0.0015580819502258,0.0043141748343,-0.0183792136013188,-0.0113810740520793,0.0100087013719156,-0.0019383338033473,-0.0153540258778674,0.0002740185502939,-0.0069999734157337,-0.0034132901133996,0.006670861497065,-0.0040027416023141,0.0067971209643862,0.0233354473601505,0.0284123648160525,0.0234379507819323,0.0265923468736395,0.0256610383874178,0.0282168641238633,0.0279457093465145,0.0274808050056687,0.0220939740499434,0.0258701254054736,0.0254811518255094,0.0227597495824224,0.0329789874350193,0.0237990473268104,0.5625
1995-10-27,0.0177773062341333,0.011333047388958,-0.0054643991361217,0.0095591505501591,0.0074365617936221,-0.0047942164557729,0.0248334426115975,0.0119311960666661,-0.0005272066409095,0.0143746901882503,0.0097977373900037,0.0074783234176778,-0.0053356504296389,-0.0030866652492159,-0.0139945083138918,0.0215053736856788,0.0239244279325667,0.0236997378142749,0.0253963860300414,0.0251590652591467,0.0284239180100314,0.0244294938080487,0.0215458346936021,0.0218534398008111,0.0280787419420429,0.0242582810078117,0.0234873786896373,0.0271698270669003,0.0238884513772243,0.75
1995-10-30,0.0370910988971575,0.0140381826079104,-0.0078164094228124,0.0054050986789025,0.0021163062131128,-0.0082710902870636,-0.0236547928386222,0.0049430671935099,0.0033581303089977,-0.0030797568134187,0.0032580896093061,-0.0052178766091325,-0.0085694021456931,-0.0013011423978278,-0.0030831490402805,0.0235660181051126,0.0272871817629119,0.0304474519452122,0.0226807015253137,0.0235463412849976,0.0282291859666409,0.019290561805312,0.0222251423184396,0.0216522314271214,0.0248364622856045,0.0241692630598265,0.0295511136911686,0.0235000546125854,0.0235250850476261,0.21875
1995-10-31,-0.0283115803462286,0.0071853383623972,-0.0046166544064072,0.0014435799419895,0.0041476629678792,-0.026196466337843,-0.0217914757211523,0.0274450521716181,-0.006935824219563,0.0295293687849786,-0.0295047450509737,0.0138971967793287,-0.0077860282580453,-0.0232322349410252,-0.0089382525744028,0.0213224260132777,0.0264854185268725,0.0278356481096798,0.0248571615608876,0.0280703526547421,0.0264565602458664,0.0263021647749237,0.0248627495873412,0.0242562308424397,0.0242695548063834,0.0267400909767498,0.0213734715337153,0.0268988649572351,0.022411056405599,0.078125
