Date,1e2Vt,1e4Vt2,1e2Rt,muhat,sigma2_1,sigma2_2,sigma2_3,sigma2_4,sigma2_5,sigma2_6,sigma2_7,sigma2_8,sigma2_9,sigma2_10,sigma2_11,sigma2_12,sigma2_13,sigma2_14,beta
2005-01-11,0.5358749897733645,0.28716200466460345,-0.5358749897733645,1.0296889939115619,6.222263226317655,6.934824462382236,7.635392488544081,8.324169164063125,9.001352950680111,9.667138969800675,10.321719058716951,10.965281825882913,11.598012705259364,12.220094009744237,12.83170498370361,13.433021854618556,14.024217883862729,14.605463416625296,0.3125
2005-01-12,0.5387620810199328,0.29026457994492866,0.5387620810199328,1.049179954398607,5.320397938616625,6.252787541084161,7.185177143551698,8.117566746019234,9.04995634848677,9.982345950954308,10.914735553421846,11.847125155889383,12.77951475835692,13.711904360824455,14.644293963291991,15.576683565759527,16.509073168227065,17.441462770694606,0.333984375
2005-01-13,0.3170252802094472,0.10050502829187852,0.3170252802094472,0.8909589999226519,4.573223573615321,5.229691549538789,5.876999658850953,6.51527571152795,7.144645734180427,7.765233994937299,8.377163027982299,8.980553657748155,9.5755250227732,10.16219459922507,10.740678224096214,11.311090118075704,11.873542908101946,12.428147649600689,0.216796875
2005-01-14,2.4955654780108842,6.227847055039693,2.4955654780108842,0.9563510570365236,3.414239117895036,4.245793208572748,5.07734729925046,5.908901389928172,6.740455480605884,7.572009571283596,8.403563661961307,9.235117752639017,10.066671843316728,10.89822593399444,11.729780024672152,12.561334115349865,13.392888206027578,14.224442296705288,0.466552734375
2005-01-18,1.867876111475812,3.488961167822,1.867876111475812,1.008283231133046,3.78261558644326,4.650230151686735,5.51784471693021,6.385459282173684,7.253073847417159,8.120688412660634,8.98830297790411,9.855917543147587,10.723532108391064,11.59114667363454,12.458761238878017,13.326375804121493,14.19399036936497,15.061604934608447,0.797607421875
2005-01-19,5.9324350712751555,35.19378587489546,-5.9324350712751555,1.0377741617810945,3.2540398115302853,4.094067996742323,4.93409618195436,5.774124367166397,6.6141525523784335,7.45418073759047,8.294208922802506,9.134237108014542,9.974265293226578,10.814293478438614,11.65432166365065,12.494349848862687,13.334378034074723,14.174406219286759,0.006771087646484375
2005-01-20,1.0587063024163448,1.120859034776089,1.0587063024163448,0.8133319410758113,16.64569298662297,16.94954515393163,17.23781460422671,17.51130047964261,17.77076093920723,18.01691526061453,18.25044583421008,18.47200005471725,18.682192115948382,18.881604713476243,19.070790659985803,19.250274417784595,19.42055355271996,19.582100113533777,0.401611328125
2005-01-21,3.0072716815249962,9.043682966502178,-3.0072716815249962,0.8073729568760958,11.663088632886058,12.017438843220106,12.35115719407958,12.665444964913355,12.961433491289775,13.240188237343256,13.502712631104796,13.749951676522308,13.982795355172936,14.202081829912402,14.408600461993517,14.60309465251451,14.78626451842549,14.95876941272579,0.783447265625
2005-01-24,3.4393663433436377,11.829240843724985,-3.4393663433436377,0.8141793907307091,12.678566503108554,12.995168812112109,13.294408652693633,13.577238182500542,13.844557342861489,14.09721672232893,14.336020263185027,14.56172781952278,14.77505757504202,14.976688328253479,15.167261652362281,15.347383936703455,15.51762831622511,15.678536495158792,0.6932373046875
2005-01-25,1.6076676755713404,2.5845953550769565,-1.6076676755713404,0.8185794267794494,14.831621312159097,15.1517184092891,15.455328798196437,15.743301632311288,16.01644232913194,16.275514822858614,16.52124370100462,16.754316230960654,16.975384282180215,17.185066149362214,17.38394828172997,17.572586923243087,17.751509668329675,17.921216937490083,0.633544921875
2005-01-26,5.198279128864697,27.02210590159031,5.198279128864697,0.860399935054689,13.266092007904325,13.700812865590713,14.11478380303461,14.50899524704084,14.884390349762365,15.24186724519485,15.582281197965152,15.9064466495547,16.215139166853373,16.509097297705786,16.789024337889387,17.055590013751896,17.309432084533732,17.551157868209067,0.32989501953125
2005-01-27,0.7585870785921653,0.575454355806996,0.7585870785921653,0.8738202217185393,15.216459527398086,15.5956498866234,15.95696245900228,16.301240133217817,16.62928605806033,16.941865516054488,17.239707708749997,17.523507457840765,17.793926826080916,18.0515966617791,18.297118070474077,18.531063817224876,18.753979662786772,18.96638563679025,0.30078125
2005-01-28,2.0251940022291914,4.10141074666509,2.0251940022291914,0.8742822885494899,11.610620904692023,12.063253312846381,12.490432658462483,12.893590253971576,13.27407692423007,13.633167532610113,13.972065252572675,14.291905599035507,14.593760233043566,14.878640552489841,15.147501080917724,15.401242665759469,15.640715496726811,15.866721954467192,0.86962890625
2005-01-31,0.2638413653790734,0.0696122660850937,0.2638413653790734,0.8937383900536668,9.446934135668139,10.021058659437093,10.558486666430953,11.061563700669655,11.532485385220603,11.973307004748317,12.385952475572909,12.772222742386226,13.133803638272168,13.472273242335342,13.78910876704962,14.085693005385647,14.36332036585504,14.623202521810594,0.130859375
2005-02-01,10.937050285761277,119.61906895327083,10.937050285761277,0.8967621384380532,7.34769896620995,8.152401984928138,8.900195859462244,9.595105243151984,10.240870163118618,10.840966149224482,11.398622939498836,11.916841862703288,12.39841199159038,12.845925153792749,13.261789881132007,13.64824437242304,14.007368539539943,14.34109520157603,0.00022491812705993652
2005-02-02,4.534672547348132,20.563255111672795,-4.534672547348132,0.9492575421051044,27.204756919904572,27.0158933486108,26.835863551645268,26.664254344144695,26.500671867269425,26.344740684261318,26.196102918782028,26.054417433554043,25.919359047419427,25.790617789019272,25.66789818538107,25.550918583781186,25.439410505326084,25.333118028768688,0.784912109375
2005-02-03,0.2950596913520181,0.08706022146074818,0.2950596913520181,0.8745477511902047,29.12033019211079,29.25566116045872,29.387041201348516,29.514585660350896,29.638406515573916,29.758612475974548,29.875309076800093,29.988598772243222,30.098581025391994,30.20535239555384,30.309006623030136,30.409634711415823,30.50732500749635,30.60216327881204,0.0859375
2005-02-04,0.5845123579847831,0.3416546966369312,-0.5845123579847831,0.8655004672075843,21.77303416119294,21.773574766186506,21.774088549557373,21.774576842035835,21.77504090832922,21.775481950397566,21.775901110566757,21.776299474487217,21.776678073945824,21.777037889538292,21.777379853208966,21.77770485066464,21.778013723668565,21.778307272220673,0.19580078125
2005-02-07,4.0436094616957075,16.35077747871505,-4.0436094616957075,0.8265458491484939,17.510030057849185,17.53774508983522,17.563667238560875,17.58791248550461,17.61058930931208,17.6317991711538,17.651636968685075,17.670191460639266,17.6875456639542,17.703777225208455,17.71895876802949,17.733158218027963,17.746439106712067,17.75886085574168,0.68646240234375
2005-02-08,1.9294757344587001,3.72287660986494,1.9294757344587001,0.7819981619301153,18.324560292685845,18.280472187843362,18.23937630950531,18.20106957751014,18.165362694594073,18.1320792109562,18.101054652310836,18.07213570711832,18.045179468977842,18.02005273043849,17.99663132473882,17.974799512222077,17.954449408394918,17.935480450803393,0.684814453125
2005-02-09,4.379068054698553,19.176237027681374,-4.379068054698553,0.7588902740691571,15.040991985025613,15.064701633381416,15.086381973462448,15.106206693718757,15.124334616609817,15.14091097098433,15.156068555557077,15.169928802803796,15.18260275179733,15.194191937778749,15.204789205590105,15.214479453485485,15.223340313279294,15.231442772280682,0.53582763671875
2005-02-10,2.766502216948716,7.65353451638216,-2.766502216948716,0.702176131549505,16.544554058072915,16.468072693030333,16.398046311758677,16.333930117293882,16.27522529322622,16.22147512296764,16.172261436550716,16.127201357315776,16.08594432317576,16.04816935928465,16.013582580891125,15.981914906949967,15.952919966703343,15.926372182945448,0.994384765625
2005-02-11,2.0188396488974627,4.07571352796043,-2.0188396488974627,0.6425331425518686,15.398751258275249,15.34640297206217,15.298915780214102,15.255838278489664,15.216760980325645,15.181312424335378,15.149155643267227,15.1199849608578,15.093523086131334,15.069518477524277,15.047742951778865,15.02798951487635,15.010070394391098,14.993815254561532,0.776611328125
2005-02-14,5.857932571503495,34.31537401228155,5.857932571503495,0.6473628521578576,14.26223986443027,14.28167210040539,14.299196949285928,14.315001632219943,14.329254993509817,14.34210930440665,14.353701889851727,14.364156595543847,14.37358511100545,14.382088162782095,14.38975659052247,14.396672317434879,14.402909225487777,14.40853394470428,0.2526397705078125
2005-02-15,0.5655548216644668,0.31985225630792685,0.5655548216644668,0.6803713786700103,15.94289207453709,15.849673940196991,15.765239711576996,15.688761684923472,15.619490150660507,15.556746044031232,15.499914288266144,15.448437765021875,15.401811852983005,15.359579481089114,15.32132664789419,15.28667836313493,15.255294971723334,15.226868824127955,0.22216796875
2005-02-16,1.8759492631665213,3.5191856379750144,1.8759492631665213,0.6339621155928232,13.58293166332886,13.58966508961926,13.595669823514624,13.60102472421437,13.605800116763616,13.610058715620639,13.613856448275705,13.617243189737763,13.620263417534876,13.622956795830394,13.625358696326016,13.627500662792617,13.629410825329492,13.631114269792407,0.76806640625
